listing_nickname,building,rev_mo,launch_date,end_date,Bldg_Name,Address,Latitude,Longitude,neighborhood
CR422,chroma,2018-12-31T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR422,chroma,2019-01-31T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR422,chroma,2019-02-28T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR422,chroma,2019-03-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR422,chroma,2019-04-30T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR422,chroma,2019-05-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR422,chroma,2019-06-30T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR422,chroma,2019-07-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR422,chroma,2019-08-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR422,chroma,2019-09-30T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR422,chroma,2019-10-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR422,chroma,2019-11-30T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR422,chroma,2019-12-31T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR423,chroma,2018-05-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR423,chroma,2018-06-30T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR423,chroma,2018-07-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR423,chroma,2018-08-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR423,chroma,2018-09-30T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR423,chroma,2018-10-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR423,chroma,2018-11-30T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR423,chroma,2018-12-31T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR423,chroma,2019-01-31T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR423,chroma,2019-02-28T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR423,chroma,2019-03-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR423,chroma,2019-04-30T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR423,chroma,2019-05-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR423,chroma,2019-06-30T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR423,chroma,2019-07-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR423,chroma,2019-08-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR423,chroma,2019-09-30T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR423,chroma,2019-10-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR423,chroma,2019-11-30T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR423,chroma,2019-12-31T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR424,chroma,2018-05-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR424,chroma,2018-06-30T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR424,chroma,2018-07-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR424,chroma,2018-08-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR424,chroma,2018-09-30T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR424,chroma,2018-10-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR424,chroma,2018-11-30T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR424,chroma,2018-12-31T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR424,chroma,2019-01-31T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR424,chroma,2019-02-28T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR424,chroma,2019-03-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR424,chroma,2019-04-30T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR424,chroma,2019-05-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR424,chroma,2019-06-30T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR424,chroma,2019-07-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR424,chroma,2019-08-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR424,chroma,2019-09-30T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR424,chroma,2019-10-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR424,chroma,2019-11-30T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR424,chroma,2019-12-31T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR503,chroma,2018-05-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR503,chroma,2018-06-30T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR503,chroma,2018-07-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR503,chroma,2018-08-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR503,chroma,2018-09-30T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR503,chroma,2018-10-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR503,chroma,2018-11-30T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR503,chroma,2018-12-31T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR503,chroma,2019-01-31T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR503,chroma,2019-02-28T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR503,chroma,2019-03-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR503,chroma,2019-04-30T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR503,chroma,2019-05-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR503,chroma,2019-06-30T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR503,chroma,2019-07-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR503,chroma,2019-08-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR503,chroma,2019-09-30T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR503,chroma,2019-10-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR503,chroma,2019-11-30T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR503,chroma,2019-12-31T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR505,chroma,2018-05-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR505,chroma,2018-06-30T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR505,chroma,2018-07-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR505,chroma,2018-08-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR505,chroma,2018-09-30T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR505,chroma,2018-10-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR505,chroma,2018-11-30T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR505,chroma,2018-12-31T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR505,chroma,2019-01-31T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR505,chroma,2019-02-28T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR505,chroma,2019-03-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR505,chroma,2019-04-30T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR505,chroma,2019-05-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR505,chroma,2019-06-30T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR505,chroma,2019-07-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR505,chroma,2019-08-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR505,chroma,2019-09-30T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR505,chroma,2019-10-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR505,chroma,2019-11-30T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR505,chroma,2019-12-31T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR511,chroma,2018-05-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR511,chroma,2018-06-30T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR511,chroma,2018-07-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR511,chroma,2018-08-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR511,chroma,2018-09-30T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR511,chroma,2018-10-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR511,chroma,2018-11-30T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR511,chroma,2018-12-31T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR511,chroma,2019-01-31T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR511,chroma,2019-02-28T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR511,chroma,2019-03-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR511,chroma,2019-04-30T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR511,chroma,2019-05-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR511,chroma,2019-06-30T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR511,chroma,2019-07-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR511,chroma,2019-08-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR511,chroma,2019-09-30T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR511,chroma,2019-10-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR511,chroma,2019-11-30T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR511,chroma,2019-12-31T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR513,chroma,2018-05-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR513,chroma,2018-06-30T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR513,chroma,2018-07-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR513,chroma,2018-08-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR513,chroma,2018-09-30T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR513,chroma,2018-10-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR513,chroma,2018-11-30T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR513,chroma,2018-12-31T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR513,chroma,2019-01-31T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR513,chroma,2019-02-28T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR513,chroma,2019-03-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR513,chroma,2019-04-30T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR513,chroma,2019-05-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR513,chroma,2019-06-30T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR513,chroma,2019-07-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR513,chroma,2019-08-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR513,chroma,2019-09-30T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR513,chroma,2019-10-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR513,chroma,2019-11-30T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR513,chroma,2019-12-31T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR514,chroma,2018-05-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR514,chroma,2018-06-30T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR514,chroma,2018-07-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR514,chroma,2018-08-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR514,chroma,2018-09-30T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR514,chroma,2018-10-31T07:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
CR514,chroma,2018-11-30T08:00:00Z,2018-05-14T07:00:00Z,2019-12-31T08:00:00Z,Chroma SLU,"1212 Harrison St., Seattle, WA 98109.",47.62227,-122.332504,south lake union
